id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,Age_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
12-CAAL-old-growth-SD,12,CAAL-old-growth-SD,,191,0.232394366197183,0.985915492957746,16,1952,2022,4,3.3,224,142,2605,1081.55,0.000103102,837.225,0.804759,0,-28.2912,107.915,0.108804,755.857,0.783482,0,0.020673,0,0.026663,0,0,0.08,0.000308490760256199,0.0271378348840064,0.188475744823499,0.2,0.8,,,,0.461432,0.36,77.3185,220.58,0.461432,1.78467,1.06713,11373,11373,881.701,1087.54,1905.61,2514.7,0.731568,0.350619,0.432475,1.78467,1.06713,160.457,160.457,0.139488261672382,0.0899952945691571,0.113028629748457,,,,
