id,Fleet,Time,Obs,Exp,sel_bio,sel_num,F,Like,Mult
12-CAAL-old-growth-SD,1,1952.37,0.002,0.00199999,0.144109,0.00199999,5.32587e-05,3.38094e-08,1
12-CAAL-old-growth-SD,1,1952.62,0.002,0.00199999,0.144025,0.00199999,5.3058e-05,3.35514e-08,1
12-CAAL-old-growth-SD,1,1953.12,0.068,0.0679998,4.88419,0.0679998,0.00178797,3.28741e-08,1
12-CAAL-old-growth-SD,1,1953.37,0.014,0.014,1.00517,0.014,0.000366743,3.29061e-08,1
12-CAAL-old-growth-SD,1,1953.62,0.023,0.0229999,1.652,0.0229999,0.00060044,6.34143e-08,1
12-CAAL-old-growth-SD,1,1953.87,0.024,0.0239974,1.70984,0.0239974,0.000642259,4.88195e-05,1
12-CAAL-old-growth-SD,1,1954.12,0.175,0.174999,12.3155,0.174999,0.00478342,5.08234e-08,1
12-CAAL-old-growth-SD,1,1954.37,0.328,0.327999,23.0985,0.327999,0.00894273,3.65747e-08,1
12-CAAL-old-growth-SD,1,1954.62,0.257,0.256996,17.9198,0.256996,0.0072219,8.30123e-07,1
12-CAAL-old-growth-SD,1,1954.87,0.34,0.340093,22.1963,0.340093,0.0112893,0.000307559,1
12-CAAL-old-growth-SD,1,1955.12,0.216,0.215999,13.2401,0.215999,0.00791891,8.4467e-08,1
12-CAAL-old-growth-SD,1,1955.37,0.228,0.227999,14.0756,0.227999,0.00810962,6.50899e-08,1
12-CAAL-old-growth-SD,1,1955.62,0.184,0.183999,11.3553,0.183999,0.00655836,7.62484e-08,1
12-CAAL-old-growth-SD,1,1955.87,0.412,0.412004,24.8619,0.412004,0.0156424,4.18779e-07,1
12-CAAL-old-growth-SD,1,1956.12,0.14,0.139999,8.32923,0.139999,0.00542708,8.59883e-08,1
12-CAAL-old-growth-SD,1,1956.37,0.201,0.200999,12.1277,0.200999,0.00755144,7.49464e-08,1
12-CAAL-old-growth-SD,1,1956.62,0.112,0.111999,6.81082,0.111999,0.00417629,8.92477e-08,1
12-CAAL-old-growth-SD,1,1956.87,0.255,0.255002,15.2991,0.255002,0.0100207,3.05716e-07,1
12-CAAL-old-growth-SD,1,1957.12,0.125,0.124999,7.4115,0.124999,0.00500014,8.02092e-08,1
12-CAAL-old-growth-SD,1,1957.37,0.098,0.0979996,5.89014,0.0979996,0.0037875,8.33491e-08,1
12-CAAL-old-growth-SD,1,1957.62,0.234,0.233999,14.1851,0.233999,0.00888029,1.42672e-07,1
12-CAAL-old-growth-SD,1,1957.87,0.645,0.645006,38.5911,0.645006,0.0255102,3.10873e-07,1
12-CAAL-old-growth-SD,1,1958.12,0.27,0.269999,15.9352,0.269999,0.0108392,7.71057e-08,1
12-CAAL-old-growth-SD,1,1958.37,0.241,0.240999,14.405,0.240999,0.00933491,7.4707e-08,1
12-CAAL-old-growth-SD,1,1958.62,0.61,0.609997,36.549,0.609997,0.0235428,7.83444e-08,1
12-CAAL-old-growth-SD,1,1958.87,1.446,1.44608,83.8768,1.44608,0.0609361,1.26848e-05,1
12-CAAL-old-growth-SD,1,1959.12,0.22,0.219999,12.4271,0.219999,0.0096144,9.53667e-08,1
12-CAAL-old-growth-SD,1,1959.37,0.264,0.263999,15.1363,0.263999,0.011038,1.13484e-07,1
12-CAAL-old-growth-SD,1,1959.62,0.534,0.533998,30.6118,0.533998,0.0223163,4.05629e-08,1
12-CAAL-old-growth-SD,1,1959.87,0.9,0.9,50.6572,0.9,0.0393966,2.19167e-12,1
12-CAAL-old-growth-SD,1,1960.12,0.211,0.210999,11.8333,0.210999,0.00918317,9.64852e-08,1
12-CAAL-old-growth-SD,1,1960.37,0.495,0.494998,28.299,0.494998,0.0206734,9.71372e-08,1
12-CAAL-old-growth-SD,1,1960.62,0.654,0.654,37.3118,0.654,0.0277875,1.68473e-09,1
12-CAAL-old-growth-SD,1,1960.87,0.978,0.977997,54.7,0.977997,0.0439101,3.8688e-08,1
12-CAAL-old-growth-SD,1,1961.12,0.589,0.588997,32.8621,0.588997,0.0262633,9.41397e-08,1
12-CAAL-old-growth-SD,1,1961.37,0.423,0.422998,24.0682,0.422998,0.0180697,1.06317e-07,1
12-CAAL-old-growth-SD,1,1961.62,7.602,7.60203,429.434,7.60203,0.341101,8.03242e-08,1
12-CAAL-old-growth-SD,1,1961.87,0.933,0.933055,50.407,0.933055,0.0474359,1.45808e-05,1
12-CAAL-old-growth-SD,1,1962.12,1.645,1.64499,87.2839,1.64499,0.0853841,1.34288e-07,1
12-CAAL-old-growth-SD,1,1962.37,0.47,0.469997,25.5232,0.469997,0.0232471,1.37447e-07,1
12-CAAL-old-growth-SD,1,1962.62,1.061,1.061,58.0073,1.061,0.0530055,1.89865e-08,1
12-CAAL-old-growth-SD,1,1962.87,1.322,1.32207,70.391,1.32207,0.0726976,1.19029e-05,1
12-CAAL-old-growth-SD,1,1963.12,1.526,1.52599,80.4333,1.52599,0.0859893,1.50763e-07,1
12-CAAL-old-growth-SD,1,1963.37,0.767,0.766996,41.2957,0.766996,0.0420159,1.38188e-07,1
12-CAAL-old-growth-SD,1,1963.62,1.105,1.10499,60.0196,1.10499,0.0610417,1.34746e-07,1
12-CAAL-old-growth-SD,1,1963.87,1.758,1.75832,92.7008,1.75832,0.108138,0.000133288,1
12-CAAL-old-growth-SD,1,1964.12,0.843,0.842994,43.4153,0.842994,0.0540754,2.12335e-07,1
12-CAAL-old-growth-SD,1,1964.37,0.588,0.587996,31.0086,0.587996,0.0358769,1.82847e-07,1
12-CAAL-old-growth-SD,1,1964.62,0.4,0.399998,21.3554,0.399998,0.0240724,1.35328e-07,1
12-CAAL-old-growth-SD,1,1964.87,0.468,0.467998,25.0016,0.467998,0.0287432,8.45802e-08,1
12-CAAL-old-growth-SD,1,1965.12,2.134,2.13399,114.779,2.13399,0.12968,1.73295e-07,1
12-CAAL-old-growth-SD,1,1965.37,1.537,1.53699,84.1332,1.53699,0.0912175,1.62583e-07,1
12-CAAL-old-growth-SD,1,1965.62,0.718,0.717997,39.3375,0.717997,0.0432009,7.44219e-08,1
12-CAAL-old-growth-SD,1,1965.87,0.641,0.640999,34.6412,0.640999,0.0403063,1.09699e-08,1
12-CAAL-old-growth-SD,1,1966.12,0.623,0.622996,33.5087,0.622996,0.0388822,1.9819e-07,1
12-CAAL-old-growth-SD,1,1966.37,1.634,1.63399,88.802,1.63399,0.099248,1.77428e-07,1
12-CAAL-old-growth-SD,1,1966.62,0.55,0.550003,29.5724,0.550003,0.034355,1.32465e-07,1
12-CAAL-old-growth-SD,1,1966.87,0.582,0.582004,30.5682,0.582004,0.0381877,1.54435e-07,1
12-CAAL-old-growth-SD,1,1967.12,0.637,0.636996,33.3995,0.636996,0.041007,2.0245e-07,1
12-CAAL-old-growth-SD,1,1967.37,0.479,0.478997,25.629,0.478997,0.0295678,1.77169e-07,1
12-CAAL-old-growth-SD,1,1967.62,0.625,0.624996,33.6766,0.624996,0.0384939,1.4844e-07,1
12-CAAL-old-growth-SD,1,1967.87,0.399,0.398997,21.589,0.398997,0.0247754,1.90735e-07,1
12-CAAL-old-growth-SD,1,1968.12,1.094,1.09399,59.7528,1.09399,0.0664037,1.79273e-07,1
12-CAAL-old-growth-SD,1,1968.37,0.608,0.607996,33.6295,0.607996,0.036009,1.6168e-07,1
12-CAAL-old-growth-SD,1,1968.62,0.194,0.193999,10.7767,0.193999,0.011349,1.81573e-07,1
12-CAAL-old-growth-SD,1,1968.87,0.265,0.264998,14.7857,0.264998,0.0153001,2.04315e-07,1
12-CAAL-old-growth-SD,1,1969.12,0.721,0.720996,40.2824,0.720996,0.0407344,1.42972e-07,1
12-CAAL-old-growth-SD,1,1969.37,0.366,0.365998,20.6133,0.365998,0.020083,1.45419e-07,1
12-CAAL-old-growth-SD,1,1969.62,0.151,0.150999,8.57774,0.150999,0.00804785,1.49354e-07,1
12-CAAL-old-growth-SD,1,1969.87,0.531,0.530997,30.2773,0.530997,0.0280327,1.67337e-07,1
12-CAAL-old-growth-SD,1,1970.12,1.161,1.16099,66.1771,1.16099,0.0606712,1.29677e-07,1
12-CAAL-old-growth-SD,1,1970.37,0.53,0.529997,30.4166,0.529997,0.0272562,1.23375e-07,1
12-CAAL-old-growth-SD,1,1970.62,0.988,0.987996,56.51,0.987996,0.0516882,7.5509e-08,1
12-CAAL-old-growth-SD,1,1970.87,1.946,1.94602,108.395,1.94602,0.109876,3.46571e-07,1
12-CAAL-old-growth-SD,1,1971.12,9.127,9.12695,491.736,9.12695,0.562804,1.38667e-07,1
12-CAAL-old-growth-SD,1,1971.37,0.616,0.615996,32.9693,0.615996,0.0387841,1.86178e-07,1
12-CAAL-old-growth-SD,1,1971.62,0.314,0.313999,16.7632,0.313999,0.0195642,3.89628e-08,1
12-CAAL-old-growth-SD,1,1971.87,0.503,0.503006,26.3511,0.503006,0.0323656,6.10546e-07,1
12-CAAL-old-growth-SD,1,1972.12,1.186,1.18599,60.6774,1.18599,0.0790504,1.4878e-07,1
12-CAAL-old-growth-SD,1,1972.37,0.299,0.298998,15.3369,0.298998,0.0197073,2.01065e-07,1
12-CAAL-old-growth-SD,1,1972.62,0.641,0.640996,33.3582,0.640996,0.0411292,1.81072e-07,1
12-CAAL-old-growth-SD,1,1972.87,0.166,0.166004,8.59128,0.166004,0.0109937,3.00103e-06,1
12-CAAL-old-growth-SD,1,1973.12,0.316,0.315998,16.1197,0.315998,0.0215906,1.67737e-07,1
12-CAAL-old-growth-SD,1,1973.37,0.432,0.431997,22.2449,0.431997,0.0290733,2.06669e-07,1
12-CAAL-old-growth-SD,1,1973.62,0.379,0.378997,19.8436,0.378997,0.0247753,1.98101e-07,1
12-CAAL-old-growth-SD,1,1973.87,0.384,0.384034,19.9317,0.384034,0.0261267,3.22592e-05,1
12-CAAL-old-growth-SD,1,1974.12,0.855,0.854994,43.4058,0.854994,0.061062,1.77764e-07,1
12-CAAL-old-growth-SD,1,1974.37,0.888,0.887993,45.4633,0.887993,0.0627713,2.3173e-07,1
12-CAAL-old-growth-SD,1,1974.62,1.437,1.43699,74.6795,1.43699,0.100308,2.14492e-07,1
12-CAAL-old-growth-SD,1,1974.87,0.419,0.418998,21.9003,0.418998,0.0297305,1.22777e-07,1
12-CAAL-old-growth-SD,1,1975.12,0.502,0.501996,26.2402,0.501996,0.0361037,2.02374e-07,1
12-CAAL-old-growth-SD,1,1975.37,0.64,0.639995,33.8425,0.639995,0.0457483,2.32799e-07,1
12-CAAL-old-growth-SD,1,1975.62,1.018,1.01799,54.6161,1.01799,0.0717407,2.29297e-07,1
12-CAAL-old-growth-SD,1,1975.87,0.391,0.390997,21.0741,0.390997,0.0280752,2.2051e-07,1
12-CAAL-old-growth-SD,1,1976.12,0.666,0.665995,35.478,0.665995,0.0491587,2.06319e-07,1
12-CAAL-old-growth-SD,1,1976.37,0.667,0.666995,35.5844,0.666995,0.048604,2.4697e-07,1
12-CAAL-old-growth-SD,1,1976.62,1.149,1.14899,61.5759,1.14899,0.0823824,2.26855e-07,1
12-CAAL-old-growth-SD,1,1976.87,0.676,0.675995,36.2003,0.675995,0.0486358,2.37096e-07,1
12-CAAL-old-growth-SD,1,1977.12,0.48,0.479996,25.6922,0.479996,0.0337432,2.20012e-07,1
12-CAAL-old-growth-SD,1,1977.37,0.417,0.416997,22.5251,0.416997,0.0281198,2.11678e-07,1
12-CAAL-old-growth-SD,1,1977.62,0.88,0.879994,48.0563,0.879994,0.0569849,1.92793e-07,1
12-CAAL-old-growth-SD,1,1977.87,0.434,0.433997,23.8809,0.433997,0.0274517,2.02263e-07,1
12-CAAL-old-growth-SD,1,1978.12,0.652,0.651996,35.7694,0.651996,0.0405328,1.74889e-07,1
12-CAAL-old-growth-SD,1,1978.37,0.324,0.323998,17.8037,0.323998,0.0197014,1.69455e-07,1
12-CAAL-old-growth-SD,1,1978.62,0.611,0.610996,33.4695,0.610996,0.0369067,1.57867e-07,1
12-CAAL-old-growth-SD,1,1978.87,0.851,0.850995,45.8094,0.850995,0.0533321,1.58872e-07,1
12-CAAL-old-growth-SD,1,1979.12,0.671,0.670996,35.4131,0.670996,0.0419791,1.65344e-07,1
12-CAAL-old-growth-SD,1,1979.37,0.343,0.342998,18.1047,0.342998,0.0206214,1.59683e-07,1
12-CAAL-old-growth-SD,1,1979.62,0.366,0.365998,19.3052,0.365998,0.0214148,1.44061e-07,1
12-CAAL-old-growth-SD,1,1979.87,1.246,1.24599,65.3688,1.24599,0.0728566,1.32133e-07,1
12-CAAL-old-growth-SD,1,1980.12,1.124,1.12399,58.9062,1.12399,0.0642407,1.39396e-07,1
12-CAAL-old-growth-SD,1,1980.37,0.65,0.649996,34.6292,0.649996,0.0354149,1.38064e-07,1
12-CAAL-old-growth-SD,1,1980.62,1.268,1.26799,68.4692,1.26799,0.0668341,1.24488e-07,1
12-CAAL-old-growth-SD,1,1980.87,1.017,1.01699,55.1026,1.01699,0.0532553,1.13904e-07,1
12-CAAL-old-growth-SD,1,1981.12,1.141,1.14099,61.7749,1.14099,0.0598053,1.11916e-07,1
12-CAAL-old-growth-SD,1,1981.37,0.67,0.669996,36.6876,0.669996,0.0351172,1.22435e-07,1
12-CAAL-old-growth-SD,1,1981.62,0.374,0.373998,20.6544,0.373998,0.0201494,1.16905e-07,1
12-CAAL-old-growth-SD,1,1981.87,1.013,1.01299,55.7221,1.01299,0.0588399,1.23327e-07,1
12-CAAL-old-growth-SD,1,1982.12,0.389,0.388998,21.2152,0.388998,0.0240987,1.44371e-07,1
12-CAAL-old-growth-SD,1,1982.37,0.296,0.295998,16.2248,0.295998,0.0188478,1.76067e-07,1
12-CAAL-old-growth-SD,1,1982.62,0.513,0.512997,28.0196,0.512997,0.0339157,1.66753e-07,1
12-CAAL-old-growth-SD,1,1982.87,0.204,0.203999,10.8709,0.203999,0.0143694,1.60284e-07,1
12-CAAL-old-growth-SD,1,1983.12,0.219,0.218999,11.4169,0.218999,0.0157795,1.93771e-07,1
12-CAAL-old-growth-SD,1,1983.37,0.071,0.0709995,3.7285,0.0709995,0.00499728,2.25522e-07,1
12-CAAL-old-growth-SD,1,1983.62,0.156,0.155999,8.30505,0.155999,0.0107698,2.00742e-07,1
12-CAAL-old-growth-SD,1,1983.87,0.768,0.767995,41.3179,0.767995,0.0535265,2.01865e-07,1
12-CAAL-old-growth-SD,1,1984.12,0.877,0.876994,47.5661,0.876994,0.0618205,2.0055e-07,1
12-CAAL-old-growth-SD,1,1984.37,0.654,0.653995,35.8909,0.653995,0.0465848,2.19978e-07,1
12-CAAL-old-growth-SD,1,1984.62,0.263,0.262998,14.4224,0.262998,0.019408,2.09972e-07,1
12-CAAL-old-growth-SD,1,1984.87,0.66,0.659995,36.0831,0.659995,0.0501738,2.49568e-07,1
12-CAAL-old-growth-SD,1,1985.12,0.397,0.396997,21.8396,0.396997,0.0300944,2.48963e-07,1
12-CAAL-old-growth-SD,1,1985.37,0.316,0.315998,17.5955,0.315998,0.0239277,2.54359e-07,1
12-CAAL-old-growth-SD,1,1985.62,0.431,0.430997,23.9723,0.430997,0.03404,2.35933e-07,1
12-CAAL-old-growth-SD,1,1985.87,0.537,0.536996,29.7349,0.536996,0.0449684,2.89142e-07,1
12-CAAL-old-growth-SD,1,1986.12,0.364,0.363997,20.1986,0.363997,0.0311842,3.06524e-07,1
12-CAAL-old-growth-SD,1,1986.37,0.377,0.376997,21.0387,0.376997,0.0324204,3.27541e-07,1
12-CAAL-old-growth-SD,1,1986.62,0.386,0.385997,21.3653,0.385997,0.0337215,3.08328e-07,1
12-CAAL-old-growth-SD,1,1986.87,0.714,0.713994,38.8608,0.713994,0.064055,3.34922e-07,1
12-CAAL-old-growth-SD,1,1987.12,0.197,0.196998,10.4778,0.196998,0.0173193,3.30003e-07,1
12-CAAL-old-growth-SD,1,1987.37,0.056,0.0559995,2.92958,0.0559995,0.00467503,3.09471e-07,1
12-CAAL-old-growth-SD,1,1987.62,0.602,0.601995,30.5152,0.601995,0.0481021,2.54911e-07,1
12-CAAL-old-growth-SD,1,1987.87,0.605,0.604995,29.7481,0.604995,0.0461413,2.44789e-07,1
12-CAAL-old-growth-SD,1,1988.12,1.462,1.46199,71.0187,1.46199,0.104123,2.1219e-07,1
12-CAAL-old-growth-SD,1,1988.37,0.823,0.822994,40.1733,0.822994,0.0552377,1.85895e-07,1
12-CAAL-old-growth-SD,1,1988.62,1.193,1.19299,58.51,1.19299,0.0780135,1.59278e-07,1
12-CAAL-old-growth-SD,1,1988.87,2.403,2.40298,119.904,2.40298,0.156145,1.76667e-07,1
12-CAAL-old-growth-SD,1,1989.12,1.443,1.44299,74.0029,1.44299,0.091935,1.6489e-07,1
12-CAAL-old-growth-SD,1,1989.37,0.436,0.435997,22.8756,0.435997,0.0278104,1.57995e-07,1
12-CAAL-old-growth-SD,1,1989.62,1.023,1.02299,53.5831,1.02299,0.0703431,1.4428e-07,1
12-CAAL-old-growth-SD,1,1989.87,1.475,1.47499,76.3926,1.47499,0.111189,1.95614e-07,1
12-CAAL-old-growth-SD,1,1990.12,0.516,0.515996,26.8235,0.515996,0.039524,2.36793e-07,1
12-CAAL-old-growth-SD,1,1990.37,0.352,0.351997,18.6556,0.351997,0.0264347,2.51927e-07,1
12-CAAL-old-growth-SD,1,1990.62,0.499,0.498996,26.5367,0.498996,0.0384206,2.19613e-07,1
12-CAAL-old-growth-SD,1,1990.87,1.067,1.06699,56.1433,1.06699,0.0867618,2.50065e-07,1
12-CAAL-old-growth-SD,1,1991.12,0.583,0.582995,30.5399,0.582995,0.0474791,2.70873e-07,1
12-CAAL-old-growth-SD,1,1991.37,0.236,0.235998,12.4772,0.235998,0.0186754,2.78449e-07,1
12-CAAL-old-growth-SD,1,1991.62,0.476,0.475996,25.0806,0.475996,0.0375994,2.48389e-07,1
12-CAAL-old-growth-SD,1,1991.87,0.464,0.463996,24.2027,0.463996,0.036877,2.61459e-07,1
12-CAAL-old-growth-SD,1,1992.12,0.101,0.100999,5.23628,0.100999,0.00769605,2.4894e-07,1
12-CAAL-old-growth-SD,1,1992.37,0.089,0.0889993,4.63584,0.0889993,0.0063982,2.34548e-07,1
12-CAAL-old-growth-SD,1,1992.62,0.59,0.589996,30.6374,0.589996,0.0407574,2.01084e-07,1
12-CAAL-old-growth-SD,1,1992.87,2.708,2.70798,140.068,2.70798,0.184332,1.98066e-07,1
12-CAAL-old-growth-SD,1,1993.12,1.745,1.74499,89.6714,1.74499,0.115817,1.80271e-07,1
12-CAAL-old-growth-SD,1,1993.37,0.406,0.405997,20.7838,0.405997,0.0260698,1.70236e-07,1
12-CAAL-old-growth-SD,1,1993.62,1.261,1.26099,64.3186,1.26099,0.0786058,1.61722e-07,1
12-CAAL-old-growth-SD,1,1993.87,1.651,1.65099,84.9222,1.65099,0.0997986,1.62993e-07,1
12-CAAL-old-growth-SD,1,1994.12,1.045,1.04499,53.9176,1.04499,0.0621853,1.35231e-07,1
12-CAAL-old-growth-SD,1,1994.37,0.761,0.760996,39.1761,0.760996,0.045762,1.41705e-07,1
12-CAAL-old-growth-SD,1,1994.62,1.169,1.16899,59.9856,1.16899,0.0719921,1.48281e-07,1
12-CAAL-old-growth-SD,1,1994.87,1.758,1.75799,90.3949,1.75799,0.110975,1.5886e-07,1
12-CAAL-old-growth-SD,1,1995.12,0.514,0.513997,26.5331,0.513997,0.0324199,1.46123e-07,1
12-CAAL-old-growth-SD,1,1995.37,0.382,0.381998,19.8313,0.381998,0.0241573,1.53648e-07,1
12-CAAL-old-growth-SD,1,1995.62,0.573,0.572996,29.8217,0.572996,0.036973,1.65698e-07,1
12-CAAL-old-growth-SD,1,1995.87,0.689,0.688995,36.1464,0.688995,0.0451048,1.80659e-07,1
12-CAAL-old-growth-SD,1,1996.12,0.267,0.266998,13.8874,0.266998,0.0173066,1.56212e-07,1
12-CAAL-old-growth-SD,1,1996.37,0.315,0.314998,16.1013,0.314998,0.0199527,1.66297e-07,1
12-CAAL-old-growth-SD,1,1996.62,1.017,1.01699,50.3817,1.01699,0.0620079,1.50234e-07,1
12-CAAL-old-growth-SD,1,1996.87,0.837,0.836995,40.3435,0.836995,0.047811,1.41389e-07,1
12-CAAL-old-growth-SD,1,1997.12,0.547,0.546997,26.0503,0.546997,0.0285257,1.09381e-07,1
12-CAAL-old-growth-SD,1,1997.37,0.408,0.407998,19.6234,0.407998,0.0196577,9.96527e-08,1
12-CAAL-old-growth-SD,1,1997.62,1.24,1.23999,60.7519,1.23999,0.0574636,8.58089e-08,1
12-CAAL-old-growth-SD,1,1997.87,0.501,0.500998,25.3111,0.500998,0.0228092,9.01902e-08,1
12-CAAL-old-growth-SD,1,1998.12,0.084,0.0839996,4.35601,0.0839996,0.00377161,7.5877e-08,1
12-CAAL-old-growth-SD,1,1998.37,0.259,0.258999,13.6483,0.258999,0.0117789,8.27318e-08,1
12-CAAL-old-growth-SD,1,1998.62,1.757,1.75699,92.7846,1.75699,0.0827371,8.8292e-08,1
12-CAAL-old-growth-SD,1,1998.87,0.443,0.442998,23.1213,0.442998,0.0217344,9.37658e-08,1
12-CAAL-old-growth-SD,1,1999.12,0.158,0.157999,8.09942,0.157999,0.0077988,9.31869e-08,1
12-CAAL-old-growth-SD,1,1999.37,0.391,0.390998,19.9348,0.390998,0.0190492,9.86211e-08,1
12-CAAL-old-growth-SD,1,1999.62,1.438,1.43799,73.2498,1.43799,0.0699742,9.74047e-08,1
12-CAAL-old-growth-SD,1,1999.87,0.788,0.787996,40.2713,0.787996,0.0387055,9.87895e-08,1
12-CAAL-old-growth-SD,1,2000.12,0.625,0.624997,32.2538,0.624997,0.0306224,9.7691e-08,1
12-CAAL-old-growth-SD,1,2000.37,0.45,0.449998,23.7511,0.449998,0.0220014,1.03987e-07,1
12-CAAL-old-growth-SD,1,2000.62,0.605,0.604997,32.8352,0.604997,0.0300022,1.06189e-07,1
12-CAAL-old-growth-SD,1,2000.87,0.344,0.343998,19.1016,0.343998,0.0179387,1.07345e-07,1
12-CAAL-old-growth-SD,1,2001.12,0.226,0.225999,12.7101,0.225999,0.0123142,1.25243e-07,1
12-CAAL-old-growth-SD,1,2001.37,0.098,0.0979994,5.57352,0.0979994,0.00548542,1.38355e-07,1
12-CAAL-old-growth-SD,1,2001.62,0.361,0.360998,20.3576,0.360998,0.0207662,1.4113e-07,1
12-CAAL-old-growth-SD,1,2001.87,0.254,0.253999,13.9397,0.253999,0.0149931,1.43901e-07,1
12-CAAL-old-growth-SD,1,2002.12,0.236,0.235999,12.5688,0.235999,0.0137852,1.44001e-07,1
12-CAAL-old-growth-SD,1,2002.37,0.193,0.192999,10.2013,0.192999,0.0109656,1.40877e-07,1
12-CAAL-old-growth-SD,1,2002.62,0.38,0.379998,20.1641,0.379998,0.0214151,1.33943e-07,1
12-CAAL-old-growth-SD,1,2002.87,0.288,0.287998,15.4119,0.287998,0.0165112,1.34469e-07,1
12-CAAL-old-growth-SD,1,2003.12,0.156,0.155999,8.42016,0.155999,0.00906474,1.38124e-07,1
12-CAAL-old-growth-SD,1,2003.37,0.201,0.200999,10.9553,0.200999,0.0120421,1.47066e-07,1
12-CAAL-old-growth-SD,1,2003.62,0.18,0.179999,9.70684,0.179999,0.0117058,1.68503e-07,1
12-CAAL-old-growth-SD,1,2003.87,0.388,0.387997,20.514,0.387997,0.0271924,1.94997e-07,1
12-CAAL-old-growth-SD,1,2004.12,0.248,0.247998,12.925,0.247998,0.0176756,1.9873e-07,1
12-CAAL-old-growth-SD,1,2004.37,0.173,0.172999,8.97525,0.172999,0.0124092,2.14136e-07,1
12-CAAL-old-growth-SD,1,2004.62,0.314,0.313998,16.1335,0.313998,0.023261,2.18979e-07,1
12-CAAL-old-growth-SD,1,2004.87,0.421,0.420997,21.3563,0.420997,0.0324177,2.33346e-07,1
12-CAAL-old-growth-SD,1,2005.12,0.183,0.182999,9.22548,0.182999,0.014078,2.20509e-07,1
12-CAAL-old-growth-SD,1,2005.37,0.105,0.104999,5.35348,0.104999,0.00791762,2.45778e-07,1
12-CAAL-old-growth-SD,1,2005.62,0.198,0.197999,10.2195,0.197999,0.014999,2.32668e-07,1
12-CAAL-old-growth-SD,1,2005.87,0.231,0.230998,12.006,0.230998,0.0180932,2.40735e-07,1
12-CAAL-old-growth-SD,1,2006.12,0.074,0.0739994,3.84942,0.0739994,0.00587204,2.36677e-07,1
12-CAAL-old-growth-SD,1,2006.37,0.126,0.125999,6.5997,0.125999,0.00995658,2.68913e-07,1
12-CAAL-old-growth-SD,1,2006.62,0.263,0.262998,13.8051,0.262998,0.0208681,2.65475e-07,1
12-CAAL-old-growth-SD,1,2006.87,0.193,0.192998,10.0911,0.192998,0.0154817,2.69374e-07,1
12-CAAL-old-growth-SD,1,2007.12,0.186,0.185999,9.65439,0.185999,0.0145598,2.49767e-07,1
12-CAAL-old-growth-SD,1,2007.37,0.102,0.101999,5.31141,0.101999,0.00767455,2.49985e-07,1
12-CAAL-old-growth-SD,1,2007.62,0.495,0.494996,25.8616,0.494996,0.0364965,2.3162e-07,1
12-CAAL-old-growth-SD,1,2007.87,0.289,0.288998,15.0767,0.288998,0.0214655,2.21162e-07,1
12-CAAL-old-growth-SD,1,2008.12,0.148,0.147999,7.69463,0.147999,0.010922,2.21438e-07,1
12-CAAL-old-growth-SD,1,2008.37,0.153,0.152999,8.00023,0.152999,0.0111458,2.23038e-07,1
12-CAAL-old-growth-SD,1,2008.62,0.159,0.158999,8.34005,0.158999,0.0116893,2.2227e-07,1
12-CAAL-old-growth-SD,1,2008.87,0.118,0.117999,6.19908,0.117999,0.00888188,2.29633e-07,1
12-CAAL-old-growth-SD,1,2009.12,0.087,0.0869994,4.57323,0.0869994,0.00656258,2.22793e-07,1
12-CAAL-old-growth-SD,1,2009.37,0.081,0.0809994,4.30579,0.0809994,0.00605054,2.46877e-07,1
12-CAAL-old-growth-SD,1,2009.62,0.169,0.168999,9.0838,0.168999,0.0127687,2.41785e-07,1
12-CAAL-old-growth-SD,1,2009.87,0.118,0.117999,6.38329,0.117999,0.00926877,2.58023e-07,1
12-CAAL-old-growth-SD,1,2010.12,0.043,0.0429997,2.32053,0.0429997,0.00346663,2.55567e-07,1
12-CAAL-old-growth-SD,1,2010.37,0.204,0.203998,11.0447,0.203998,0.0165827,2.88993e-07,1
12-CAAL-old-growth-SD,1,2010.62,0.239,0.238998,12.9909,0.238998,0.0197128,2.89113e-07,1
12-CAAL-old-growth-SD,1,2010.87,0.37,0.369997,20.1033,0.369997,0.0314224,3.01151e-07,1
12-CAAL-old-growth-SD,1,2011.12,0.203,0.202998,10.9311,0.202998,0.0175965,2.94937e-07,1
12-CAAL-old-growth-SD,1,2011.37,0.116,0.115999,6.21755,0.115999,0.0101904,3.24867e-07,1
12-CAAL-old-growth-SD,1,2011.62,0.227,0.226998,12.1043,0.226998,0.0205465,3.32452e-07,1
12-CAAL-old-growth-SD,1,2011.87,0.229,0.228998,12.1217,0.228998,0.0216059,3.61942e-07,1
12-CAAL-old-growth-SD,1,2012.12,0.118,0.117999,6.16962,0.117999,0.0114073,3.51526e-07,1
12-CAAL-old-growth-SD,1,2012.37,0.22,0.219998,11.4679,0.219998,0.0215968,4.05758e-07,1
12-CAAL-old-growth-SD,1,2012.62,0.181,0.180998,9.41601,0.180998,0.0182639,4.07609e-07,1
12-CAAL-old-growth-SD,1,2012.87,0.196,0.195998,10.1462,0.195998,0.0205384,4.42457e-07,1
12-CAAL-old-growth-SD,1,2013.12,0.1,0.099999,5.12664,0.099999,0.0105038,4.03592e-07,1
12-CAAL-old-growth-SD,1,2013.37,0.225,0.224998,11.5363,0.224998,0.0231479,4.59387e-07,1
12-CAAL-old-growth-SD,1,2013.62,0.274,0.273997,14.0353,0.273997,0.027845,4.33125e-07,1
