id,time,era,n,n_mature,n_pup_produced
12-CAAL-old-growth-SD,1961,TIME,328.590039,36.2730811483068,3153.8970807348
12-CAAL-old-growth-SD,1961.25,TIME,285.1679449,32.5208676162349,2825.11093915095
12-CAAL-old-growth-SD,1961.5,TIME,249.656766,29.221974957889,2538.3049170575
12-CAAL-old-growth-SD,1961.75,TIME,199.5722123,18.102269139629,1552.22636274625
12-CAAL-old-growth-SD,1962,TIME,290.2687644,26.476770198675,2245.0665071456
12-CAAL-old-growth-SD,1962.25,TIME,250.1189341,23.0701072541579,1952.5775710794
12-CAAL-old-growth-SD,1962.5,TIME,218.3119058,20.4848238593651,1732.6905108591
12-CAAL-old-growth-SD,1962.75,TIME,181.1337968,14.2132962010183,1189.8689667042
12-CAAL-old-growth-SD,1963,TIME,269.3554978,23.1508172632381,1919.5806306313
12-CAAL-old-growth-SD,1963.25,TIME,232.1050537,20.3362103168858,1684.50219418335
12-CAAL-old-growth-SD,1963.5,TIME,199.0035094,16.6777649247514,1374.7899837389
12-CAAL-old-growth-SD,1963.75,TIME,168.3565508,12.7685710925796,1046.3808808664
12-CAAL-old-growth-SD,1964,TIME,247.26554722,19.2265880741071,1572.29438307906
12-CAAL-old-growth-SD,1964.25,TIME,212.68516358,16.5486559533617,1348.89850638255
12-CAAL-old-growth-SD,1964.5,TIME,184.5338824,14.3628836068072,1168.65350020493
12-CAAL-old-growth-SD,1964.75,TIME,156.72329587,10.7798238333965,870.03922027386
12-CAAL-old-growth-SD,1965,TIME,255.59689438,23.7227819096773,1976.21597623886
12-CAAL-old-growth-SD,1965.25,TIME,219.27860518,20.5602613019959,1710.27887210215
12-CAAL-old-growth-SD,1965.5,TIME,188.65482999,17.3100268067457,1435.78767148483
12-CAAL-old-growth-SD,1965.75,TIME,158.3954341,12.5455056684815,1032.21993634201
12-CAAL-old-growth-SD,1966,TIME,253.85610588,23.8350265887537,2019.68200987725
12-CAAL-old-growth-SD,1966.25,TIME,218.55657667,20.626795996651,1742.79386917338
12-CAAL-old-growth-SD,1966.5,TIME,186.83300853,16.7450110103857,1408.26488056305
12-CAAL-old-growth-SD,1966.75,TIME,154.39552147,10.9162078441872,906.26694986698
12-CAAL-old-growth-SD,1967,TIME,245.95047443,20.4782522065398,1714.16590660476
12-CAAL-old-growth-SD,1967.25,TIME,212.06875882,17.9520346632183,1500.0544075707
12-CAAL-old-growth-SD,1967.5,TIME,182.54077388,15.1943807546578,1267.12529975804
12-CAAL-old-growth-SD,1967.75,TIME,154.4269361,11.3698699798307,941.13530541021
12-CAAL-old-growth-SD,1968,TIME,260.67011343,25.3286215586251,2152.0363547416
12-CAAL-old-growth-SD,1968.25,TIME,223.80027307,21.966697392024,1863.41587369946
12-CAAL-old-growth-SD,1968.5,TIME,192.65227535,18.4309364697167,1558.24149013767
12-CAAL-old-growth-SD,1968.75,TIME,165.98341841,15.0021254529115,1263.57746684446
12-CAAL-old-growth-SD,1969,TIME,276.5534577,30.6231906120722,2669.42774752215
12-CAAL-old-growth-SD,1969.25,TIME,236.44681089,25.5386550347031,2214.94548505397
12-CAAL-old-growth-SD,1969.5,TIME,205.92536032,22.5952888635521,1958.25842516341
12-CAAL-old-growth-SD,1969.75,TIME,178.99872387,19.1173157081128,1653.11045465721
12-CAAL-old-growth-SD,1970,TIME,285.0127682,34.7631763287171,3087.90352979755
12-CAAL-old-growth-SD,1970.25,TIME,243.7866768,29.1284645702669,2576.50516128025
12-CAAL-old-growth-SD,1970.5,TIME,211.10282293,25.1240499468144,2218.22820613519
12-CAAL-old-growth-SD,1970.75,TIME,176.53223841,18.3954958971385,1613.43362416253
12-CAAL-old-growth-SD,1971,TIME,267.2935587,27.190318529838,2377.75196785795
12-CAAL-old-growth-SD,1971.25,TIME,216.91682307,18.318338633658,1579.41492759476
12-CAAL-old-growth-SD,1971.5,TIME,187.46458784,15.6042443413926,1341.27493172672
12-CAAL-old-growth-SD,1971.75,TIME,157.94171277,10.9726890917931,931.72761667706
12-CAAL-old-growth-SD,1972,TIME,247.2085307,20.4431872650069,1712.7921481231
12-CAAL-old-growth-SD,1972.25,TIME,204.95105869,13.6240370658813,1112.37953592882
12-CAAL-old-growth-SD,1972.5,TIME,177.20320964,11.5375479531619,938.08712561532
12-CAAL-old-growth-SD,1972.75,TIME,151.09444762,8.82114199290744,711.50659853028
12-CAAL-old-growth-SD,1973,TIME,239.58456877,18.7366590702986,1523.35129851516
12-CAAL-old-growth-SD,1973.25,TIME,200.73713019,13.3338149829176,1063.60609604731
12-CAAL-old-growth-SD,1973.5,TIME,173.04262811,11.1524362868163,885.73315912883
12-CAAL-old-growth-SD,1973.75,TIME,149.03952444,8.98071489366476,709.54737321285
12-CAAL-old-growth-SD,1974,TIME,225.45448431,18.0729585363481,1463.31463455603
12-CAAL-old-growth-SD,1974.25,TIME,188.04279722,12.5574854069926,997.13541831646
12-CAAL-old-growth-SD,1974.5,TIME,161.92247825,10.501553780648,830.88271904885
12-CAAL-old-growth-SD,1974.75,TIME,136.94105325,7.89361380739939,620.28350901461
12-CAAL-old-growth-SD,1975,TIME,220.29347482,19.1832206409984,1569.5485360763
12-CAAL-old-growth-SD,1975.25,TIME,184.91669161,14.3960037985341,1163.77518319238
12-CAAL-old-growth-SD,1975.5,TIME,159.004138,12.1366654140118,978.67592830674
12-CAAL-old-growth-SD,1975.75,TIME,136.19878802,9.81920983376996,789.08012531435
12-CAAL-old-growth-SD,1976,TIME,229.82377984,21.0992585450839,1771.04338189942
12-CAAL-old-growth-SD,1976.25,TIME,192.453288228,15.4175387981893,1275.83812762805
12-CAAL-old-growth-SD,1976.5,TIME,166.387061861,13.3960901636884,1107.4080530886
12-CAAL-old-growth-SD,1976.75,TIME,140.784639072,10.2398009571114,842.151503036368
12-CAAL-old-growth-SD,1977,TIME,240.43879972,21.6706040291041,1852.68401242414
12-CAAL-old-growth-SD,1977.25,TIME,205.205236811,18.0520232996556,1535.71080529351
12-CAAL-old-growth-SD,1977.5,TIME,177.72625313,15.775323854469,1340.98945612482
12-CAAL-old-growth-SD,1977.75,TIME,154.146182969,13.5136749816062,1147.64019290124
12-CAAL-old-growth-SD,1978,TIME,280.8782822,26.6015884217883,2320.85829461873
12-CAAL-old-growth-SD,1978.25,TIME,237.87424774,21.5161306744389,1865.29099452735
12-CAAL-old-growth-SD,1978.5,TIME,204.71812169,18.4249172875022,1595.18311813783
12-CAAL-old-growth-SD,1978.75,TIME,172.148204784,14.3788340518022,1243.10491075428
12-CAAL-old-growth-SD,1979,TIME,280.81500015,24.1118243163693,2111.8338520635
12-CAAL-old-growth-SD,1979.25,TIME,238.98700531,19.6710672659901,1710.99845689033
12-CAAL-old-growth-SD,1979.5,TIME,204.42969531,16.2639118502969,1410.63013675348
12-CAAL-old-growth-SD,1979.75,TIME,174.4598199,12.5180315357636,1079.26119827941
12-CAAL-old-growth-SD,1980,TIME,293.96282864,23.4839753272709,2006.59650290647
12-CAAL-old-growth-SD,1980.25,TIME,251.47853482,19.7114145262467,1672.91624624456
12-CAAL-old-growth-SD,1980.5,TIME,217.72727951,17.221751366787,1460.39272142273
12-CAAL-old-growth-SD,1980.75,TIME,187.53918675,14.3266101419105,1212.1534763873
12-CAAL-old-growth-SD,1981,TIME,264.0831108,29.860138644574,2551.80137116665
12-CAAL-old-growth-SD,1981.25,TIME,223.37963949,23.7568404532272,2014.55571407217
12-CAAL-old-growth-SD,1981.5,TIME,191.44031947,19.7777811842258,1673.23401650316
12-CAAL-old-growth-SD,1981.75,TIME,159.33319511,14.3664744007575,1207.37290306458
12-CAAL-old-growth-SD,1982,TIME,248.8590046,25.4682900257331,2165.05621373335
12-CAAL-old-growth-SD,1982.25,TIME,207.33189957,18.6596907431839,1562.57645721631
12-CAAL-old-growth-SD,1982.5,TIME,176.34195325,15.1357083490995,1262.26907459315
12-CAAL-old-growth-SD,1982.75,TIME,146.28433937,10.4986272465201,865.89970124801
12-CAAL-old-growth-SD,1983,TIME,216.63030436,20.0150276649097,1674.76745471453
12-CAAL-old-growth-SD,1983.25,TIME,182.75410723,15.1333024547028,1249.44078446374
12-CAAL-old-growth-SD,1983.5,TIME,157.85876262,12.906878627245,1063.60659201542
12-CAAL-old-growth-SD,1983.75,TIME,134.70667193,10.0285791122713,821.90356614679
12-CAAL-old-growth-SD,1984,TIME,211.04733457,21.4772618988973,1812.74204339486
12-CAAL-old-growth-SD,1984.25,TIME,178.23493236,17.0389120199623,1426.31086933003
12-CAAL-old-growth-SD,1984.5,TIME,151.74482289,13.8068150378078,1150.86895953759
12-CAAL-old-growth-SD,1984.75,TIME,126.30182633,9.6461796600168,795.36900713259
12-CAAL-old-growth-SD,1985,TIME,183.42663824,21.4082465283079,1821.71019020807
12-CAAL-old-growth-SD,1985.25,TIME,156.36009398,17.7410734802426,1503.52807844003
12-CAAL-old-growth-SD,1985.5,TIME,133.97548443,14.7052926545773,1242.74118762913
12-CAAL-old-growth-SD,1985.75,TIME,110.29484029,9.94309417030999,831.70330969425
12-CAAL-old-growth-SD,1986,TIME,192.39499949,19.1849605102649,1648.74467181063
12-CAAL-old-growth-SD,1986.25,TIME,162.4025421,15.4593475505703,1320.77882920759
12-CAAL-old-growth-SD,1986.5,TIME,139.00207035,12.811642827859,1090.63144994947
12-CAAL-old-growth-SD,1986.75,TIME,116.68944601,9.41432100712996,795.40879085428
12-CAAL-old-growth-SD,1987,TIME,261.71021646,18.0682759833606,1567.10600102103
12-CAAL-old-growth-SD,1987.25,TIME,221.58704967,14.7733214543665,1274.60913335614
12-CAAL-old-growth-SD,1987.5,TIME,189.51942794,12.2940098719381,1057.96297644293
12-CAAL-old-growth-SD,1987.75,TIME,159.75252011,8.73050678550039,745.49788736838
12-CAAL-old-growth-SD,1988,TIME,249.65873608,16.7845537194738,1447.33894470329
12-CAAL-old-growth-SD,1988.25,TIME,211.25912925,13.3864305196105,1147.34343554418
12-CAAL-old-growth-SD,1988.5,TIME,180.08491806,10.3387636417547,878.51349091544
12-CAAL-old-growth-SD,1988.75,TIME,150.5833161,6.83721550787984,572.84198870439
12-CAAL-old-growth-SD,1989,TIME,225.25041376,17.6609265484216,1439.96865791153
12-CAAL-old-growth-SD,1989.25,TIME,191.8917607,14.5027123428559,1172.5069535672
12-CAAL-old-growth-SD,1989.5,TIME,161.90382874,10.8077815367057,861.09198032277
12-CAAL-old-growth-SD,1989.75,TIME,129.88733173,6.27926906448436,487.52837775132
12-CAAL-old-growth-SD,1990,TIME,202.22216036,16.6903974077555,1336.65463409798
12-CAAL-old-growth-SD,1990.25,TIME,172.32706065,13.659580789829,1086.62404186812
12-CAAL-old-growth-SD,1990.5,TIME,148.13797729,11.4480062160679,908.2887672701
12-CAAL-old-growth-SD,1990.75,TIME,122.528768247,7.71661509406305,605.746499574726
12-CAAL-old-growth-SD,1991,TIME,216.67265971,16.9315115494679,1395.2069712935
12-CAAL-old-growth-SD,1991.25,TIME,184.22576101,13.8570302938415,1134.68314633878
12-CAAL-old-growth-SD,1991.5,TIME,157.9886643,11.5556837902637,943.57414793212
12-CAAL-old-growth-SD,1991.75,TIME,132.38325573,8.37164738781997,679.06478325355
12-CAAL-old-growth-SD,1992,TIME,255.13524181,18.1241582536157,1526.41526233587
12-CAAL-old-growth-SD,1992.25,TIME,217.96446537,15.2877211055208,1281.45026126865
12-CAAL-old-growth-SD,1992.5,TIME,187.66533567,12.9901847122707,1086.56511078601
12-CAAL-old-growth-SD,1992.75,TIME,159.80629887,10.0666759488467,838.15265070553
12-CAAL-old-growth-SD,1993,TIME,279.08693595,20.8861888479791,1787.40869485153
12-CAAL-old-growth-SD,1993.25,TIME,236.02021845,16.6932590654362,1418.96178934002
12-CAAL-old-growth-SD,1993.5,TIME,200.84739844,12.8921591765662,1086.92389211909
12-CAAL-old-growth-SD,1993.75,TIME,170.899949117,9.85463252203541,825.756926709366
12-CAAL-old-growth-SD,1994,TIME,272.05908584,22.967410174765,1944.42098425156
12-CAAL-old-growth-SD,1994.25,TIME,227.84766736,17.0940163676945,1428.98473773133
12-CAAL-old-growth-SD,1994.5,TIME,191.0245987,12.4308282696311,1027.48184241832
12-CAAL-old-growth-SD,1994.75,TIME,158.610147924,8.60722116199783,704.357881339862
12-CAAL-old-growth-SD,1995,TIME,248.63499536,20.4641556328559,1687.11933963144
12-CAAL-old-growth-SD,1995.25,TIME,210.466524471,15.767066249504,1281.48605703243
12-CAAL-old-growth-SD,1995.5,TIME,177.384126518,11.5650811399594,928.015541010274
12-CAAL-old-growth-SD,1995.75,TIME,148.744288137,8.43149780115798,671.028993655246
12-CAAL-old-growth-SD,1996,TIME,364.5510968,21.6594564474592,1786.84357679872
12-CAAL-old-growth-SD,1996.25,TIME,306.564448353,16.4105966138678,1336.96621812684
12-CAAL-old-growth-SD,1996.5,TIME,260.321816887,12.786906899041,1034.67836613118
12-CAAL-old-growth-SD,1996.75,TIME,220.311881084,9.39809110074023,755.445498131762
12-CAAL-old-growth-SD,1997,TIME,326.19465731,22.301118139876,1869.18553836966
12-CAAL-old-growth-SD,1997.25,TIME,278.84386724,17.7774500428916,1477.81585052995
12-CAAL-old-growth-SD,1997.5,TIME,239.55181899,14.2869704341628,1181.9981578549
12-CAAL-old-growth-SD,1997.75,TIME,201.36022054,10.0474140782352,824.3915352389
12-CAAL-old-growth-SD,1998,TIME,363.33233759,26.1960387182295,2136.32839729279
12-CAAL-old-growth-SD,1998.25,TIME,306.71047335,19.8779414364859,1592.47449150051
12-CAAL-old-growth-SD,1998.5,TIME,258.62193437,15.065215160276,1192.34249236335
12-CAAL-old-growth-SD,1998.75,TIME,215.76313194,11.0132784164425,864.03732218354
12-CAAL-old-growth-SD,1999,TIME,349.83105626,28.5788008173713,2341.26204737992
12-CAAL-old-growth-SD,1999.25,TIME,295.18000864,21.8394827299745,1774.27988367932
12-CAAL-old-growth-SD,1999.5,TIME,249.97022545,16.7937662761334,1358.06025666684
12-CAAL-old-growth-SD,1999.75,TIME,208.656494939,12.3874292693063,998.994627168162
12-CAAL-old-growth-SD,2000,TIME,261.17330666,26.3353445698018,2197.68671085882
12-CAAL-old-growth-SD,2000.25,TIME,220.88438373,20.5954218222325,1705.5104016421
12-CAAL-old-growth-SD,2000.5,TIME,188.15364648,16.6971862567661,1378.34528783354
12-CAAL-old-growth-SD,2000.75,TIME,160.070207843,13.3300584356269,1097.28844744061
12-CAAL-old-growth-SD,2001,TIME,311.5226937,29.2744933511115,2445.65623638147
12-CAAL-old-growth-SD,2001.25,TIME,263.11590431,23.7501183347871,1973.70395021687
12-CAAL-old-growth-SD,2001.5,TIME,223.60471351,19.5201422784255,1618.67284164127
12-CAAL-old-growth-SD,2001.75,TIME,189.05523335,15.3432468437555,1269.31897203553
12-CAAL-old-growth-SD,2002,TIME,271.726408,29.1979071737765,2540.25775423995
12-CAAL-old-growth-SD,2002.25,TIME,231.08442303,23.442794391147,2031.29406100104
12-CAAL-old-growth-SD,2002.5,TIME,196.2181929,19.0545735410427,1649.89734099453
12-CAAL-old-growth-SD,2002.75,TIME,164.86902745,14.6344825944204,1265.60089497022
12-CAAL-old-growth-SD,2003,TIME,261.07415368,24.741888654979,2157.64673746249
12-CAAL-old-growth-SD,2003.25,TIME,220.06863491,19.4163391438642,1678.60042251738
12-CAAL-old-growth-SD,2003.5,TIME,183.19500415,14.6070977417141,1256.10349966657
12-CAAL-old-growth-SD,2003.75,TIME,147.85721157,9.32664770460316,792.725281276
12-CAAL-old-growth-SD,2004,TIME,242.16093836,20.1890480888353,1703.35927094198
12-CAAL-old-growth-SD,2004.25,TIME,203.3793191,15.4339844718619,1290.26947962603
12-CAAL-old-growth-SD,2004.5,TIME,170.36422503,11.7879106261898,983.04145544944
12-CAAL-old-growth-SD,2004.75,TIME,139.47156317,8.10066170086899,672.82582994435
12-CAAL-old-growth-SD,2005,TIME,208.98488309,16.1456011535325,1352.89602448547
12-CAAL-old-growth-SD,2005.25,TIME,176.04522729,12.2879064556467,1016.65747627002
12-CAAL-old-growth-SD,2005.5,TIME,149.74140758,9.88439417241499,815.36473687069
12-CAAL-old-growth-SD,2005.75,TIME,124.76568334,7.26651988532312,596.37956897016
12-CAAL-old-growth-SD,2006,TIME,220.02297682,16.6385891971133,1374.03164438806
12-CAAL-old-growth-SD,2006.25,TIME,185.37735481,12.7453581583134,1039.96612110682
12-CAAL-old-growth-SD,2006.5,TIME,157.41701971,10.2327600915328,832.05225123569
12-CAAL-old-growth-SD,2006.75,TIME,132.20860361,7.94232372070493,644.65373988874
12-CAAL-old-growth-SD,2007,TIME,226.08927609,18.0877751372924,1521.46492225047
12-CAAL-old-growth-SD,2007.25,TIME,192.63214736,14.7953087442858,1236.24961373153
12-CAAL-old-growth-SD,2007.5,TIME,164.89677367,12.1785711249353,1015.248324292
12-CAAL-old-growth-SD,2007.75,TIME,139.3075773,9.55841052896368,795.47406892542
12-CAAL-old-growth-SD,2008,TIME,221.8437423,18.5587112025174,1576.438733109
12-CAAL-old-growth-SD,2008.25,TIME,187.61761195,14.6996020851227,1239.08833940395
12-CAAL-old-growth-SD,2008.5,TIME,159.16757304,11.4724256007495,961.31396187996
12-CAAL-old-growth-SD,2008.75,TIME,132.8991492,8.57535491907743,715.74382455818
12-CAAL-old-growth-SD,2009,TIME,207.49040873,18.5179870049349,1557.9051533003
12-CAAL-old-growth-SD,2009.25,TIME,175.43502946,14.586653071725,1215.65110951585
12-CAAL-old-growth-SD,2009.5,TIME,149.73029488,12.0427651044918,1001.68464125784
12-CAAL-old-growth-SD,2009.75,TIME,125.10948612,9.39547476877367,780.73852056187
12-CAAL-old-growth-SD,2010,TIME,197.5042435,19.5441223674256,1668.72344584585
12-CAAL-old-growth-SD,2010.25,TIME,165.85997635,15.0788764850308,1275.79318831855
12-CAAL-old-growth-SD,2010.5,TIME,140.7348001,12.2854043710601,1037.63584752718
12-CAAL-old-growth-SD,2010.75,TIME,118.03327197,9.60902054113643,810.58143075271
12-CAAL-old-growth-SD,2011,TIME,188.48031363,18.5174511934454,1601.66727486864
12-CAAL-old-growth-SD,2011.25,TIME,157.79062177,14.0499262341383,1203.61533126117
12-CAAL-old-growth-SD,2011.5,TIME,132.97911366,10.928489981781,932.29570658809
12-CAAL-old-growth-SD,2011.75,TIME,109.54132878,7.9721925638073,678.41451305811
12-CAAL-old-growth-SD,2012,TIME,173.8007077,15.1976930467357,1305.93603584915
12-CAAL-old-growth-SD,2012.25,TIME,144.51369805,11.0752604392635,939.4432489016
12-CAAL-old-growth-SD,2012.5,TIME,121.14038857,8.61458481033569,728.83975712431
12-CAAL-old-growth-SD,2012.75,TIME,99.68146402,6.17272321171781,520.31271336842
12-CAAL-old-growth-SD,2013,TIME,180.84163307,12.7023217608322,1073.16227391651
12-CAAL-old-growth-SD,2013.25,TIME,152.09346538,9.64740260581626,803.61776044026
12-CAAL-old-growth-SD,2013.5,TIME,129.04796027,7.80375790902314,648.64176556774
12-CAAL-old-growth-SD,2013.75,TIME,108.20523077,6.01462783954756,499.24615320266
12-CAAL-old-growth-SD,2014,TIME,169.92817675,13.5969419204877,1148.49765482005
12-CAAL-old-growth-SD,2014.25,TIME,143.2470902,10.6402060988788,891.30188734294
12-CAAL-old-growth-SD,2014.5,TIME,119.94504614,8.28670444900808,692.89605311593
12-CAAL-old-growth-SD,2014.75,TIME,96.97645362,5.84204492392328,487.81911734412
12-CAAL-old-growth-SD,2015,TIME,160.44912541,11.7565664018327,985.95647248183
12-CAAL-old-growth-SD,2015.25,TIME,135.62754789,9.17717605477943,760.50216470917
12-CAAL-old-growth-SD,2015.5,TIME,113.69324175,7.03524679562026,580.48409964568
12-CAAL-old-growth-SD,2015.75,TIME,92.82027966,4.91191620462811,403.66156704798
12-CAAL-old-growth-SD,2016,TIME,158.07613482,10.6159055279387,881.70090559076
12-CAAL-old-growth-SD,2016.25,TIME,133.58577912,8.17376656061623,669.4140299429
12-CAAL-old-growth-SD,2016.5,TIME,113.34447374,6.46281202345826,527.33717199486
12-CAAL-old-growth-SD,2016.75,TIME,94.72842879,4.78321769262628,388.87854173977
12-CAAL-old-growth-SD,2017,TIME,159.7665287,11.018028597267,911.75120317628
12-CAAL-old-growth-SD,2017.25,TIME,135.12046611,8.76264626579135,719.15514805742
12-CAAL-old-growth-SD,2017.5,TIME,114.49372799,7.07391803966883,579.58600321708
12-CAAL-old-growth-SD,2017.75,TIME,95.47906421,5.22641018451287,426.88183353611
12-CAAL-old-growth-SD,2018,TIME,147.92314624,12.3140814730853,1025.57157849721
12-CAAL-old-growth-SD,2018.25,TIME,125.92277363,9.96812370873287,823.2869417717
12-CAAL-old-growth-SD,2018.5,TIME,107.1317516,8.12008619440612,669.25206487837
12-CAAL-old-growth-SD,2018.75,TIME,88.75952112,6.11160069147981,502.78463300202
12-CAAL-old-growth-SD,2019,TIME,163.20043013,12.0365306337959,1010.97410253339
12-CAAL-old-growth-SD,2019.25,TIME,138.64371258,9.94682154479613,830.60564900753
12-CAAL-old-growth-SD,2019.5,TIME,117.30614584,7.85167579873517,653.27143119772
12-CAAL-old-growth-SD,2019.75,TIME,96.34454988,5.4454934270341,451.28373053851
12-CAAL-old-growth-SD,2020,TIME,210.05069102,11.0104323930535,931.40605509676
12-CAAL-old-growth-SD,2020.25,TIME,178.6670602,9.19347570624776,773.92166403861
12-CAAL-old-growth-SD,2020.5,TIME,152.10799916,7.46740659848274,627.46511145626
12-CAAL-old-growth-SD,2020.75,TIME,124.4473874,4.85568021497951,406.35210351219
12-CAAL-old-growth-SD,2021,TIME,203.71672014,10.6772098878634,887.85500349817
12-CAAL-old-growth-SD,2021.25,TIME,173.53347078,8.4632586406785,695.44517311068
12-CAAL-old-growth-SD,2021.5,TIME,146.80810656,6.52763697643289,533.6469906132
12-CAAL-old-growth-SD,2021.75,TIME,122.277382909,4.73485663744218,385.226158762802
12-CAAL-old-growth-SD,2022,TIME,208.87887141,13.5388596678042,1087.54291565663
12-CAAL-old-growth-SD,2022.25,TIME,178.82385468,11.4857770648448,917.94221643302
12-CAAL-old-growth-SD,2022.5,TIME,152.35746553,9.36086065511435,745.52859518021
12-CAAL-old-growth-SD,2022.75,TIME,128.83836057,7.30645497835941,579.88326378777
12-CAAL-old-growth-SD,2023,FORE,225.90759256,19.1688536456386,1586.39742976108
12-CAAL-old-growth-SD,2023.25,FORE,193.0254592,16.1851669447639,1334.31758904552
12-CAAL-old-growth-SD,2023.5,FORE,164.20749768,13.1132676213932,1078.49554715349
12-CAAL-old-growth-SD,2023.75,FORE,138.75138719,10.1716886846453,834.58058028827
